GeneSymbol	PosteriorP	Selected	ConvergenceIter	KnownCancerGene		BestSSN
TP53	0.9949110524916315	true	915	true	Set(PTEN	any	TP53, EIF2S2	any	TP53, PIK3CA	any	PTEN)	7.318566083620197
PIK3CA	0.4776016946726221	true	-1	true	Set(PTEN	any	TP53, EIF2S2	any	TP53, PIK3CA	any	PTEN)	7.318566083620197
EGFR	0.29009260922556923	true	-1	true	Set(EGFR	any	JAK2, EGFR	any	TP53, EGFR	any	HRAS)	7.253491520281899
RB1	0.2481032756663012	true	-1	true	Set(EPHA2	any	TP53, RB1	any	TP53, EPHA2	any	PIK3CA)	7.240538872259712
E2F1	0.21612527275947258	true	-1	false	Set(E2F1	any	NGFR, NGFR	any	TP53, NGFR	any	PIK3CA)	6.730278106079116
PTEN	0.2068241792438663	true	-1	true	Set(PTEN	any	TP53, EIF2S2	any	TP53, PIK3CA	any	PTEN)	7.318566083620197
EPHA2	0.17748732252508592	true	-1	false	Set(PTEN	any	TP53, PIK3CA	any	PTEN, EPHA2	any	PIK3CA)	7.301027626690062
APC	0.17401791718662213	true	-1	true	Set(APC	any	GIGYF2, APC	any	TP53, APC	any	NOTCH1)	6.855591048457758
MYC	0.14576569995223132	true	-1	true	Set(HUWE1	any	MYC, MYC	any	RB1, RB1	any	TP53)	6.870800104664107
CTNNB1	0.13109848690434356	true	-1	true	Set(EPHA2	any	TP53, EPHA2	any	PIK3CA, CTNNB1	any	EPHA2)	7.085448494140876
ATM	0.11913058890404449	true	-1	true	Set(EPHA2	any	TP53, EPHA2	any	PIK3CA, ATM	any	TP53)	6.950564872150708
MDM2	0.1185244941889193	true	-1	true	Set(PTEN	any	TP53, PIK3CA	any	PTEN, MDM2	any	TP53)	7.0232859672574355
USP7	0.10830794447889569	true	-1	false	Set(TP53	any	USP7, DAXX	any	USP7, CASP8	any	DAXX)	6.524644920296597
CHD3	0.10818085005985767	true	-1	true	Set(CHD3	any	TP53, EPHA2	any	TP53, EPHA2	any	PIK3CA)	6.873096554148341
BRCA1	0.09341398890094549	true	-1	true	Set(AR	any	BRCA1, BRCA1	any	TP53, AR	any	CASP8)	6.659737264452683
PLK3	0.0905046134167854	true	-1	false	Set(PTEN	any	TP53, PIK3CA	any	PTEN, PLK3	any	TP53)	6.887563324151725
TRRAP	0.08714348590177334	true	-1	true	Set(TP53	any	TRRAP, EPHA2	any	TP53, EPHA2	any	PIK3CA)	7.146823734986963
TFDP1	0.0869774334388036	true	-1	true	Set(TFDP1	any	TP53, PTEN	any	TP53, PIK3CA	any	PTEN)	6.967347409001339
SH2D1A	0.08556536719809416	true	-1	false	Set(PTEN	any	TP53, PIK3CA	any	PTEN, SH2D1A	any	TP53)	7.004562467376414
SFN	0.08515039574205019	true	-1	false	Set(PTEN	any	TP53, PIK3CA	any	PTEN, SFN	any	TP53)	6.984818998507827
UNC119	0.08233326012445841	true	-1	false	Set(EIF2S2	any	TP53, EIF2S2	any	UNC119, RB1	any	TP53)	6.429135076195724
CREB3	0.08205265882548074	true	-1	false	Set(TAP1	any	TP53, RB1	any	TP53, CREB3	any	TAP1)	6.457772161009548
BCL2L1	0.08123685436651923	true	-1	false	Set(BCL2L1	any	TP53, BCL2L1	any	PIK3CA, RB1	any	TP53)	6.720443343752999
PIK3R1	0.08110866847021897	true	-1	true	Set(PTEN	any	TP53, PIK3R1	any	PTEN, PIK3CA	any	PTEN)	7.2100260711580875
EIF2S2	0.08087866897415957	true	-1	false	Set(PTEN	any	TP53, EIF2S2	any	TP53, PIK3CA	any	PTEN)	7.318566083620197
TAP1	0.0800126363222069	true	-1	false	Set(PTEN	any	TP53, PIK3CA	any	PTEN, TAP1	any	TP53)	6.997588318238901
BCL6	0.07930548319210762	true	-1	true	Set(PTEN	any	TP53, PIK3CA	any	PTEN, BCL6	any	TP53)	6.874064580406265
MLH1	0.07908883336057848	true	-1	true	Set(MLH1	any	TP53, EPHA2	any	TP53, EPHA2	any	PIK3CA)	6.876482422321656
BARD1	0.07817826493332747	true	-1	false	Set(PTEN	any	TP53, BARD1	any	TP53, PIK3CA	any	PTEN)	6.887066275258187
ZHX1	0.07716338247260618	true	-1	false	Set(PTEN	any	TP53, TP53	any	ZHX1, PIK3CA	any	PTEN)	6.897527438997738
SIK1	0.0766838081466884	true	-1	false	Set(PTEN	any	TP53, PIK3CA	any	PTEN, SIK1	any	TP53)	6.904488016669005
DDX5	0.07538300134277698	true	-1	true	Set(DDX5	any	PIK3CA, DDX5	any	TP53, RB1	any	TP53)	6.727627663530805
ERBB2	0.07533478346565237	true	-1	true	Set(ERBB2	any	HRAS, EGFR	any	TP53, EGFR	any	HRAS)	7.201779075871261
