GeneSymbol	PosteriorP	Selected	ConvergenceIter	KnownCancerGene		BestSSN
TP53	0.6968021128924414	true	-1	true	Set(MYC	any	TP53, CTBP1	any	SMAD4, CTBP1	any	MYC)
MYC	0.6921087864470328	true	-1	true	Set(MYC	any	TP53, CTBP1	any	SMAD4, CTBP1	any	MYC)
RB1	0.6833654271086	true	-1	true	Set(APC	any	TAF1, CCNE1	any	RB1, RB1	any	TAF1)
CCNE1	0.682800195372171	true	-1	true	Set(APC	any	TAF1, CCNE1	any	RB1, RB1	any	TAF1)
MCL1	0.6770333525711129	true	-1	false	Set(ACTN2	any	KAT2B, MCL1	any	TP53, KAT2B	any	TP53)
BDKRB2	0.6762761311873521	true	-1	false	Set(BDKRB2	any	TP53, TP53	any	VDR, GABARAPL1	any	VDR)
VCAN	0.6737833119592037	true	-1	true	Set(CTNNB1	any	VCAN, RNF144B	any	TP53, TP53	any	VCAN)
BRCA1	0.6729117595529335	true	-1	true	Set(CCNE1	any	RB1, BRCA1	any	NF1, BRCA1	any	CCNE1)
AKT1	0.6720637191972206	true	-1	true	Set(AKT1	any	MCL1, ARNT	any	MCL1, MCL1	any	TP53)
BCR	0.6712528659986114	true	-1	true	Set(BCR	any	TP53, ANXA3	any	TP53, PRKDC	any	TP53)
CTNNB1	0.66695595993794	true	-1	true	Set(CTNNB1	any	VCAN, RNF144B	any	TP53, TP53	any	VCAN)
TERT	0.666454860055409	true	-1	true	Set(MYC	any	NDRG1, MTOR	any	TERT, MYC	any	TERT)
BCL2L1	0.6617957947766048	true	-1	false	Set(BCL2L1	any	TP53, BCL2L1	any	ZFYVE1, BCL2L1	any	JAK3)
TRIM28	0.6567685857500681	true	-1	false	Set(TP53	any	TRIM28, CHD3	any	TRIM28, NCOR1	any	TRIM28)
APC	0.6544327614823083	true	-1	true	Set(APC	any	TAF1, CCNE1	any	RB1, RB1	any	TAF1)
MAX	0.6537233978384496	true	-1	true	Set(MYC	any	RB1, KIR3DL1	any	MYC, KIR3DL1	any	MAX)
MTOR	0.6504104189689386	true	-1	false	Set(MYC	any	NDRG1, MTOR	any	TERT, MYC	any	TERT)
EGFR	0.6484400072192167	true	-1	true	Set(EGFR	any	TP53, RB1	any	TP53, EGFR	any	ITGA6)
USP7	0.6395491277424535	true	-1	false	Set(MAGEE1	any	USP7, PTEN	any	TP53, TP53	any	USP7)
BRD2	0.63898990789384	true	-1	false	Set(BRD2	any	RB1, BRD2	any	RBP2, CCNE1	any	RB1)
VAV2	0.637021526729804	true	-1	false	Set(POGZ	any	VAV2, NFYA	any	TP53, NFYA	any	POGZ)
TTN	0.6350539152581858	true	-1	false	Set(TTN	any	VAV2, NME1	any	VAV2, MYC	any	NME1)
MACF1	0.6331104281235542	true	-1	true	Set(APC	any	TP53, ANKRD17	any	APC, APC	any	MACF1)
PTEN	0.6329423026945847	true	-1	true	Set(PTEN	any	TP53, ANG	any	PTEN, HBA2	any	PTEN)
ATM	0.6324667045811461	true	-1	true	Set(DYRK2	any	KXD1, ATM	any	DYRK2, ATM	any	TP53)
NRXN1	0.6320294620168461	true	-1	false	Set(MACF1	any	NRXN1, CNTNAP2	any	MACF1, MYO16	any	NRXN1, NRXN1	any	SIPA1L1)
NF1	0.6299707718686686	true	-1	true	Set(CCNE1	any	RB1, BRCA1	any	NF1, BRCA1	any	CCNE1)
ERBB2	0.6298851849241319	true	-1	true	Set(EGFR	any	TP53, EGFR	any	IRS4, ERBB2	any	IRS4)
TRRAP	0.6286835945284853	true	-1	true	Set(CAD	any	TRRAP, CAD	any	MYC, SUPT3H	any	TRRAP)
HUWE1	0.6285217045051215	true	-1	false	Set(HUWE1	any	MYC, HUWE1	any	SMAD2, HUWE1	any	LAPTM5)
MYO16	0.6283003060690174	true	-1	false	Set(MACF1	any	NRXN1, CNTNAP2	any	MACF1, MYO16	any	NRXN1, NRXN1	any	SIPA1L1)
SIPA1L1	0.6277566737491072	true	-1	false	Set(MACF1	any	NRXN1, CNTNAP2	any	MACF1, MYO16	any	NRXN1, NRXN1	any	SIPA1L1)
KRAS	0.6273566028412647	true	-1	true	Set(BCR	any	TP53, BCR	any	IGSF21, IGSF21	any	KRAS)
GRB2	0.6251033457158431	true	-1	true	Set(CDC42	any	TP53, CFH	any	GRB2, CDC42	any	GRB2)
IGF1R	0.623964127217825	true	-1	false	Set(IGF1R	any	IRS1, IGF1R	any	PRKCD, PRKCD	any	TP53)
CBX8	0.6236700510843843	true	-1	false	Set(KAT5	any	MYC, CBX8	any	KAT5, CBX8	any	HAP1)
TNIK	0.6211756780901021	true	-1	false	Set(DST	any	TNIK, GOLGA4	any	TNIK, MYC	any	TNIK)
NFYC	0.6193259096805324	true	-1	false	Set(ADNP2	any	NFYC, ARID2	any	NFYC, NFYC	any	TP53)
SOS1	0.6151301514314089	true	-1	true	Set(HGF	any	TP53, HGF	any	INPP5D, INPP5D	any	SOS1)
CREBBP	0.614762697057398	true	-1	true	Set(MAX	any	TFRC, MYC	any	TFRC, CREBBP	any	MYC)
PDZD2	0.614725453564004	true	-1	false	Set(TP53	any	ZCCHC10, STX11	any	ZCCHC10, PDZD2	any	ZCCHC10)
MET	0.612694311361277	true	-1	true	Set(MET	any	TP53, PIN1	any	TP53, MET	any	PTPRK)
CDK2	0.6119786592913687	true	-1	false	Set(CCNE1	any	E2F5, CDK2	any	E2F5, CDK2	any	TP53)
TAF1	0.6114257417944217	true	-1	true	Set(APC	any	TAF1, CCNE1	any	RB1, RB1	any	TAF1)
PRKDC	0.6109159691200162	true	-1	false	Set(BCR	any	TP53, ANXA3	any	TP53, PRKDC	any	TP53)
E2F5	0.6098776522197642	true	-1	false	Set(CCNE1	any	E2F5, CDK2	any	E2F5, CDK2	any	TP53)
ERBB3	0.6098013471679611	true	-1	true	Set(ERBB3	any	SH2D1A, BARD1	any	TP53, SH2D1A	any	TP53)
AR	0.6088841807858181	true	-1	true	Set(AR	any	GSK3B, TP53	any	TYRP1, GSK3B	any	TP53)
NOTCH1	0.6076116013840023	true	-1	true	Set(BARD1	any	XRCC6, NOTCH1	any	XRCC6, TP53	any	XRCC6)
DST	0.6067471008238561	true	-1	true	Set(DST	any	TNIK, GOLGA4	any	TNIK, MYC	any	TNIK)
SMG6	0.6067010225569917	true	-1	false	Set(BRCA1	any	MYC, SMG6	any	TERT, MYC	any	TERT)
PPP2R2A	0.6057291769696826	true	-1	false	Set(CTNNB1	any	DVL1, CTNNB1	any	MYC, CTNNB1	any	PPP2R2A)
PIK3R1	0.6041618833918427	true	-1	true	Set(BCL2L1	any	TP53, BCL2L1	any	PIK3R1, FES	any	PIK3R1)
CACNA1A	0.6023087917685074	true	-1	false	Set(TP53	any	USP7, COL18A1	any	TP53, CACNA1A	any	HECW1, HECW1	any	USP7)
CDC42	0.6012145641451145	true	-1	true	Set(CDC42	any	TP53, CDC42	any	RALBP1, CDC42	any	EPS8)
FGFR3	0.6001719145781736	true	-1	true	Set(FGFR3	any	SMA4, SMA4	any	TP53, TIGAR	any	TP53)
TBC1D4	0.5991041234465502	true	-1	false	Set(TBC1D4	any	TOPBP1, BARD1	any	TP53, BARD1	any	TOPBP1)
PDE4DIP	0.5966123038280182	true	-1	true	Set(PDE4DIP	any	TNIK, GOLGA4	any	TNIK, MYC	any	TNIK)
JAK3	0.5955109364465989	true	-1	true	Set(BCL2L1	any	TP53, BCL2L1	any	ZFYVE1, BCL2L1	any	JAK3)
DNMT3A	0.5923448095653263	true	-1	true	Set(DNMT3A	any	MYC, ERBB2	any	MYC, ERBB2	any	SUPT6H)
ING5	0.5916955735919759	true	-1	false	Set(APC	any	ING5, CCT5	any	TP53, APC	any	TP53)
SMAD9	0.5908898475927298	true	-1	false	Set(E4F1	any	TP53, SMAD9	any	SMG1, E4F1	any	SMAD9)
