GeneSymbol	PosteriorP	Selected	ConvergenceIter	KnownCancerGene		BestSSN
TP53	0.5	true	-1	true	Set()
PIK3CA	0.5	true	-1	true	Set()
MYC	0.5	true	-1	true	Set()
CCND1	0.5	true	-1	true	Set()
ERBB2	0.5	true	-1	true	Set()
PIK3R1	0.5	true	-1	true	Set()
CDKN2A	0.5	true	-1	true	Set()
RPS6KB1	0.5	true	-1	true	Set()
AKT1	0.5	true	-1	true	Set()
PTEN	0.5	true	-1	true	Set()
GAB2	0.5	true	-1	false	Set()
RB1	0.5	true	-1	true	Set()
EGFR	0.5	true	-1	true	Set()
STAT3	0.5	true	-1	true	Set()
BRCA1	0.5	true	-1	true	Set()
AR	0.5	true	-1	true	Set()
IGF1R	0.5	true	-1	true	Set()
MAP2K4	0.5	true	-1	true	Set()
AKT2	0.5	true	-1	true	Set()
MAP3K1	0.5	true	-1	true	Set()
MDM2	0.5	true	-1	true	Set()
STAT5A	0.5	true	-1	true	Set()
IKBKB	0.5	true	-1	false	Set()
ERBB3	0.5	true	-1	true	Set()
TBP	0.5	true	-1	false	Set()
IL8	0.5	true	-1	false	Set()
MLLT4	0.5	true	-1	true	Set()
MAPK1	0.5	true	-1	true	Set()
SOS1	0.5	true	-1	true	Set()
ESR1	0.5	true	-1	true	Set()
PSMC4	0.5	true	-1	false	Set()
STAT5B	0.5	true	-1	true	Set()
NFKB1	0.5	true	-1	true	Set()
IL6ST	0.5	true	-1	true	Set()
SP3	0.5	true	-1	false	Set()
ABL1	0.5	true	-1	true	Set()
MAPK14	0.5	true	-1	false	Set()
ATM	0.5	true	-1	true	Set()
