GeneSymbol	PosteriorP	Selected	ConvergenceIter	KnownCancerGene		BestSSN
TP53	0.9920302585871703	true	1032	true	Set(BCL2L1	any	TP53, MYC	any	TP53, BCL2L1	any	PIK3CA)	7.471733299508665
APC	0.49898889472283403	true	-1	true	Set(APC	any	SP1, SP1	any	SRC, PDX1	any	SP1)	7.011662915321366
MYC	0.44595204697445556	true	-1	true	Set(BCL2L1	any	TP53, MYC	any	TP53, BCL2L1	any	PIK3CA)	7.471733299508665
BCL2L1	0.4002542112167149	true	-1	false	Set(BCL2L1	any	TP53, MYC	any	TP53, BCL2L1	any	PIK3CA)	7.471733299508665
SMAD4	0.3594046979914026	true	-1	true	Set(ID1	any	SMAD4, MYC	any	TP53, MYC	any	SMAD4)	7.381981054842669
PIK3CA	0.30316277107882195	true	-1	true	Set(BCL2L1	any	TP53, MYC	any	TP53, BCL2L1	any	PIK3CA)	7.471733299508665
CTNNB1	0.2240994756630159	true	-1	true	Set(BCL2L1	any	TP53, MYC	any	TP53, CTNNB1	any	MYC)	7.068622864756984
PTEN	0.18664669791866084	true	-1	true	Set(BCL2L1	any	TP53, PTEN	any	TP53, TNFRSF10C	any	TP53)	7.230620849159917
SMAD3	0.15553161355556155	true	-1	true	Set(MYC	any	TP53, RBL1	any	SMAD3, MYC	any	RBL1)	7.0186719769203485
SRC	0.15038557311327422	true	-1	false	Set(PTEN	any	TP53, PIK3CA	any	PTEN, PIK3CA	any	SRC)	7.039502276715474
MACF1	0.12779163574786156	true	-1	true	Set(LAMA3	any	SDC4, APC	any	LAMA3, APC	any	MACF1)	6.70325736573383
RB1	0.1199378588555039	true	-1	true	Set(RBL1	any	SMAD4, RB1	any	RBL1, RB1	any	TP53)	6.928206755432565
SP1	0.11848634236193412	true	-1	false	Set(APC	any	SP1, SP1	any	SRC, PDX1	any	SP1)	7.011662915321366
ATM	0.11816776631822806	true	-1	true	Set(BCL2L1	any	TP53, TNFRSF10D	any	TP53, ATM	any	TP53)	7.199358651845852
RBL1	0.1090922128478874	true	-1	false	Set(MYC	any	TP53, RBL1	any	SMAD4, MYC	any	RBL1)	7.268924000718334
EGFR	0.10886219730699004	true	-1	true	Set(BCL2L1	any	TP53, EGFR	any	TP53, BCL2L1	any	PIK3CA)	7.016623587248684
BMP1	0.10410270080651385	true	-1	false	Set(BCL2L1	any	TP53, BMP1	any	TP53, BCL2L1	any	PIK3CA)	7.344468503971976
RAC1	0.09759724608256665	true	-1	true	Set(MYC	any	RAC1, APC	any	RAC1, RAC1	any	SDC4)	6.748975550347026
TNFRSF10A	0.09101531694634557	true	-1	true	Set(MYC	any	TP53, TNFRSF10A	any	TP53, ATM	any	TP53)	7.07290555062985
LAMA3	0.08642865119093207	true	-1	false	Set(LAMA3	any	SDC4, APC	any	LAMA3, APC	any	SYNE1)	6.7893265387951764
CTNNA1	0.08551538913713536	true	-1	false	Set(APC	any	CTNNA1, APC	any	SYNE1, CTNNA1	any	SRC)	6.694874341678216
PIK3R1	0.08320968290148462	true	-1	true	Set(BCL2L1	any	TP53, BCL2L1	any	PIK3R1, BCL2L1	any	PIK3CA)	6.937869977011173
SDC4	0.08149854117411276	true	-1	true	Set(LAMA3	any	SDC4, APC	any	LAMA3, APC	any	SYNE1)	6.7893265387951764
BTG2	0.08148992747327133	true	-1	true	Set(BCL2L1	any	TP53, BCL2L1	any	PIK3CA, BTG2	any	TP53)	6.988961417506482
TNFRSF10D	0.08120122376369387	true	-1	false	Set(BCL2L1	any	TP53, BCL2L1	any	PIK3CA, TNFRSF10D	any	TP53)	7.344468503971976
TNFRSF10C	0.08005386403420128	true	-1	false	Set(BCL2L1	any	TP53, BCL2L1	any	PIK3CA, TNFRSF10C	any	TP53)	7.34876609324863
SYNE1	0.07864253482106642	true	-1	true	Set(LAMA3	any	SDC4, APC	any	LAMA3, APC	any	SYNE1)	6.7893265387951764
GSK3B	0.07512742037645692	true	-1	false	Set(MYC	any	RBL1, GSK3B	any	TP53, GSK3B	any	MYC)	6.549831059530657
SETDB1	0.07429667599473161	true	-1	false	Set(ASAH1	any	SETDB1, APC	any	MACF1, APC	any	SETDB1)	6.558988359342057
CASP10	0.07413221268003861	true	-1	false	Set(MYC	any	TP53, MYC	any	SMAD4, CASP10	any	TP53)	6.546663689179877
TNFRSF10B	0.0727101058488957	true	-1	false	Set(BCL2L1	any	TP53, TNFRSF10B	any	TP53, BCL2L1	any	PIK3CA)	7.344468503971976
CTBP1	0.07246069000748989	true	-1	false	Set(CTBP1	any	SMAD4, HNF4A	any	SMAD4, APC	any	CTBP1)	6.7694106923186865
GRB2	0.07212804631936315	true	-1	true	Set(APC	any	SP1, GRB2	any	SP1, PDX1	any	SP1)	6.524886748977599
CDC42	0.07208486052229257	true	-1	true	Set(BCL2L1	any	TP53, CDC42	any	TP53, BCL2L1	any	PIK3CA)	6.568439267188538
LRP6	0.07199138192103738	true	-1	false	Set(CTNNB1	any	SRC, APC	any	LRP6, CTNNB1	any	LRP6)	6.4367649951749355
