GeneSymbol	PosteriorP	Selected	ConvergenceIter	KnownCancerGene		BestSSN
CDK4	0.9838464851520379	true	1002	true	Set(CDK4	any	RB1, CDK4	any	CDKN2A, RB1	any	TP53)	8.465634745958923
CDKN2B	0.8202919341639447	true	-1	true	Set(CDK4	any	RB1, CDK6	any	CDKN2B, CDK4	any	CDKN2B)	8.241917826303615
CDKN2A	0.7451389878942674	true	-1	true	Set(CDK4	any	RB1, CDK4	any	CDKN2A, RB1	any	TP53)	8.465634745958923
CDK6	0.3558844444573303	true	-1	true	Set(CDK4	any	RB1, CDK6	any	CDKN2B, CDK4	any	CDKN2B)	8.241917826303615
MYC	0.3012099164853456	true	-1	true	Set(MYC	any	RB1, CDK4	any	RB1, CDK4	any	CDKN2A)	8.192426328901998
MCM2	0.2815998524239097	true	-1	false	Set(CDKN2A	any	MCM2, CDK4	any	RB1, CDK4	any	CDKN2A)	8.098192320513558
TP53	0.2720690442882726	true	-1	true	Set(CDK4	any	RB1, CDK4	any	CDKN2A, RB1	any	TP53)	8.465634745958923
MAX	0.24167791713289943	true	-1	true	Set(MAX	any	TP53, CDKN2B	any	MAX, CDK4	any	CDKN2B)	8.02975353730453
KIAA1377	0.2136430616221724	true	-1	false	Set(CDKN2B	any	KIAA1377, CDK4	any	RB1, CDK4	any	CDKN2B)	8.04625262859259
MAGEA11	0.20558425893857635	true	-1	false	Set(CDKN2B	any	MAGEA11, CDK6	any	CDKN2B, CDK4	any	CDKN2B)	6.954568736951435
IKBKAP	0.17559880814901607	true	-1	false	Set(CDK4	any	RB1, CDKN2B	any	IKBKAP, CDK4	any	CDKN2B)	8.041981255437442
PTEN	0.17008577964558635	true	-1	true	Set(CDKN2C	any	TP53, PTEN	any	TP53, CDK4	any	CDKN2C)	6.901073679110276
CDC5L	0.15866463768219158	true	-1	false	Set(CDK4	any	RB1, CDC5L	any	CDKN2A, CDK4	any	CDKN2A)	7.8670337376014015
SMAD4	0.15076291569291667	true	-1	true	Set(CDKN2B	any	SMAD4, HDAC2	any	SMAD4, CDK4	any	CDKN2B)	7.012676266500044
CEBPB	0.15061702948365485	true	-1	false	Set(CDK4	any	RB1, CDKN2B	any	CEBPB, CDK4	any	CDKN2B)	7.803845850757048
CCDC33	0.14959461277198693	true	-1	false	Set(CCDC33	any	CDKN2B, CDK6	any	CDKN2B, CDK4	any	CDKN2B)	7.196890034322914
MCM5	0.14528590786233542	true	-1	false	Set(CDKN2A	any	MCM5, CDK4	any	RB1, CDK4	any	CDKN2A)	7.851682089813749
RB1	0.1435407159344086	true	-1	true	Set(CDK4	any	RB1, CDK4	any	CDKN2A, RB1	any	TP53)	8.465634745958923
SMAD3	0.13938383285181255	true	-1	true	Set(CDKN2B	any	SMAD3, CDK6	any	CDKN2B, CDK4	any	CDKN2B)	6.954568736951435
ARPC3	0.13500352630620638	true	-1	false	Set(ARPC3	any	CDKN2B, CDK6	any	CDKN2B, CDK4	any	CDKN2B)	6.954568736951435
MDM2	0.1341775480828994	true	-1	true	Set(MDM2	any	MDM4, MDM2	any	TP53, EGFR	any	TP53)	7.146682462543847
SP1	0.133477270831791	true	-1	false	Set(CDKN2B	any	SP1, CDK4	any	RB1, CDK4	any	CDKN2B)	7.803845850757048
CDKN2C	0.12944362902742657	true	-1	true	Set(CDKN2C	any	TP53, CDK4	any	CDKN2C, CDK4	any	CDKN2A)	8.119026451421975
PIK3R1	0.12630678364121717	true	-1	true	Set(CCND3	any	PIK3R1, CCND3	any	CDK4, CDK4	any	CDKN2A)	7.022898668487681
PIK3CA	0.12162362325244686	true	-1	true	Set(CCND3	any	PIK3CA, CCND3	any	CDK4, CDK4	any	CDKN2A)	7.190883101907257
EGFR	0.12023763731506909	true	-1	true	Set(MDM2	any	MDM4, MDM2	any	TP53, EGFR	any	TP53)	7.146682462543847
ZBTB17	0.11423290380182155	true	-1	false	Set(CDK4	any	RB1, CDKN2B	any	ZBTB17, CDK4	any	CDKN2B)	7.803845850757048
CDKN1A	0.11034286261835502	true	-1	true	Set(CDKN1A	any	RB1, CDK4	any	RB1, CDK4	any	CDKN2A)	7.8670337376014015
CDC6	0.10861188296188379	true	-1	false	Set(CDK4	any	MYC, CDC6	any	CDKN2A, CDK4	any	CDKN2A)	6.991091951852288
TGFBR1	0.10740646200492648	true	-1	false	Set(CDK4	any	TGFBR1, CDK4	any	RB1, CDK4	any	CDKN2A)	7.8559534629688965
TRAF1	0.10717036501962263	true	-1	false	Set(CDKN2B	any	TRAF1, CDK4	any	RB1, CDK4	any	CDKN2B)	7.803845850757048
CENPH	0.09749684334370146	true	-1	false	Set(CENPH	any	KIAA1377, CDKN2B	any	KIAA1377, CDK4	any	CDKN2B)	6.758592010945739
MCM7	0.09655871822716716	true	-1	false	Set(CDK4	any	MCM7, CDK4	any	RB1, CDK4	any	CDKN2B)	7.796769117021823
NIF3L1	0.09558705495908171	true	-1	false	Set(CDKN2B	any	NIF3L1, CDK4	any	RB1, CDK4	any	CDKN2B)	7.803845850757048
MTAP	0.09519517408024708	true	-1	false	Set(COPS6	any	PTEN, CENPH	any	COPS6, CENPH	any	MTAP)	6.06201920231798
TK1	0.08955177254590563	true	-1	false	Set(CDK4	any	TK1, CDK4	any	CDKN2A, ATP6V1A	any	TK1)	6.989755533027512
TRRAP	0.08517133093139057	true	-1	true	Set(TP53	any	TRRAP, CDK4	any	TRRAP, CDK4	any	CDKN2A)	7.811817262923222
