GeneSymbol	PosteriorP	Selected	ConvergenceIter	KnownCancerGene		BestSSN
TP53	0.5	true	-1	true	Set()
PTEN	0.5	true	-1	true	Set()
CDK4	0.5	true	-1	true	Set()
CDKN2A	0.5	true	-1	true	Set()
MDM2	0.5	true	-1	true	Set()
EGFR	0.5	true	-1	true	Set()
PIK3R1	0.5	true	-1	true	Set()
PIK3CA	0.5	true	-1	true	Set()
MDM4	0.5	true	-1	true	Set()
RB1	0.5	true	-1	true	Set()
CDK6	0.5	true	-1	true	Set()
AKT1	0.5	true	-1	true	Set()
MYC	0.5	true	-1	true	Set()
ATM	0.5	true	-1	true	Set()
DDX5	0.5	true	-1	true	Set()
PLCG1	0.5	true	-1	true	Set()
PDGFRA	0.5	true	-1	true	Set()
CRK	0.5	true	-1	false	Set()
RELN	0.5	true	-1	false	Set()
VAV2	0.5	true	-1	false	Set()
APOB	0.5	true	-1	true	Set()
ITGAM	0.5	true	-1	false	Set()
ITGB2	0.5	true	-1	false	Set()
NF1	0.5	true	-1	true	Set()
ABL1	0.5	true	-1	true	Set()
KDR	0.5	true	-1	true	Set()
GRB2	0.5	true	-1	true	Set()
FYN	0.5	true	-1	false	Set()
MACF1	0.5	true	-1	true	Set()
RHOA	0.5	true	-1	true	Set()
NCK1	0.5	true	-1	false	Set()
CNTNAP2	0.5	true	-1	true	Set()
IL4R	0.5	true	-1	false	Set()
GRIN2A	0.5	true	-1	true	Set()
PDGFRB	0.5	true	-1	true	Set()
ERBB2	0.5	true	-1	true	Set()
CTNNB1	0.5	true	-1	true	Set()
SRC	0.5	true	-1	false	Set()
ESR2	0.5	true	-1	false	Set()
