GeneSymbol	PosteriorP	Selected	ConvergenceIter	KnownCancerGene		BestSSN
TP53	0.6968282225871498	true	-1	true	Set(CTNNB1	any	VCAN, POU4F2	any	TP53, TP53	any	VCAN)
EGFR	0.6957845139377202	true	-1	true	Set(ERBB2	any	PTPRK, EGFR	any	PTPRB, ERBB2	any	PTPRB, GRIN2B	any	PTPRB)
ERBB2	0.6948295732987803	true	-1	true	Set(ERBB2	any	PTPRK, EGFR	any	PTPRB, ERBB2	any	PTPRB, GRIN2B	any	PTPRB)
NRXN1	0.694827946829638	true	-1	false	Set(MACF1	any	NRXN1, MYO16	any	NRXN1, NRXN1	any	PDZD2)
MACF1	0.6947105620587304	true	-1	true	Set(APC	any	NAV3, APC	any	LAMA4, APC	any	MACF1, LAMA4	any	TP53)
APC	0.6945032287241167	true	-1	true	Set(KIAA1549	any	MBD5, APC	any	TP53, APC	any	MBD5)
CTNNB1	0.6942190005704374	true	-1	true	Set(CTNNB1	any	VCAN, POU4F2	any	TP53, TP53	any	VCAN)
MYO16	0.6940750326594534	true	-1	false	Set(MACF1	any	NRXN1, MYO16	any	NRXN1, NRXN1	any	PDZD2)
SIPA1L1	0.6938434375531698	true	-1	false	Set(MACF1	any	NRXN1, MYO16	any	NRXN1, NRXN1	any	SIPA1L1)
VCAN	0.6931635025721299	true	-1	true	Set(CTNNB1	any	VCAN, POU4F2	any	TP53, TP53	any	VCAN)
NLRC4	0.6914834427365519	true	-1	false	Set(NLRC4	any	TP53, TAP1	any	TP53, ATM	any	TP53)
PMS2	0.6914709136681285	true	-1	true	Set(PMS2	any	TP53, SIK1	any	TP53, SIK1	any	STK11)
STK11	0.6906135469152102	true	-1	true	Set(SIK1	any	TP53, CAB39	any	SIK1, SIK1	any	STK11)
PDZD2	0.6904132387203438	true	-1	false	Set(MACF1	any	NRXN1, MYO16	any	NRXN1, NRXN1	any	PDZD2)
SMYD2	0.6901555216381533	true	-1	false	Set(CCT5	any	TP53, CASP1	any	TP53, SMYD2	any	TP53)
ERBB4	0.6882910830768466	true	-1	true	Set(ANKS1B	any	ERBB2, ANKS1B	any	EGFR, ANKS1B	any	ERBB4)
ATXN1	0.6881543404639829	true	-1	false	Set(ATXN1	any	ZNF804A, ATXN1	any	PRDM1, PRDM1	any	TP53, ATM	any	TP53)
KRAS	0.6877704091515656	true	-1	true	Set(ANXA3	any	TP53, ANXA3	any	IGSF21, IGSF21	any	KRAS)
VAV2	0.6874531025080612	true	-1	false	Set(PPM1B	any	VAV2, TTN	any	VAV2, NCKAP5	any	VAV2)
SMAD4	0.6873216804873674	true	-1	true	Set(ATR	any	TP53, ATR	any	CHEK1, CHEK1	any	SMAD4)
ERBB3	0.6871431127136872	true	-1	true	Set(EGFR	any	SYNGAP1, ERBB2	any	SYNGAP1, ERBB3	any	SYNGAP1, ERBB4	any	SYNGAP1)
CACNA1A	0.6870772674287675	true	-1	false	Set(BMP1	any	TP53, BMP1	any	YLPM1, CACNA1A	any	YLPM1)
GRIN2B	0.6867492759189473	true	-1	false	Set(ERBB2	any	PTPRK, EGFR	any	PTPRB, ERBB2	any	PTPRB, GRIN2B	any	PTPRB)
FYN	0.686584797329177	true	-1	false	Set(APC	any	NEB, FYN	any	NCKAP5, APC	any	NCKAP5)
USP7	0.6865224598182974	true	-1	false	Set(TP53	any	USP7, USP7	any	ZNF423, TRO	any	USP7)
NAV3	0.6864463426156175	true	-1	true	Set(APC	any	NAV3, APC	any	LAMA4, APC	any	MACF1, LAMA4	any	TP53)
ATF2	0.686297216759572	true	-1	false	Set(APOH	any	TP53, ATF2	any	SERPINB5, SERPINB5	any	TP53)
KDR	0.6861466959380024	true	-1	true	Set(CTNNB1	any	VCAN, ARIH2	any	TP53, CTNNB1	any	KDR, TP53	any	VCAN)
RELN	0.6860985424603071	true	-1	false	Set(EGFR	any	ITGB1, ITGB1	any	RELN, ITGA1	any	ITGB1)
