GeneSymbol	PosteriorP	Selected	ConvergenceIter	KnownCancerGene		BestSSN
PIK3CA	0.9919346567021392	true	942	true	Set(PTEN	any	TP53, PIK3CA	any	PTEN, PIK3CA	any	RPS6KB1)	10.635128377037073
TP53	0.8389137074125907	true	-1	true	Set(PTEN	any	TP53, PIK3CA	any	PTEN, PIK3CA	any	RPS6KB1)	10.635128377037073
CCND1	0.3151513576904147	true	-1	true	Set(CCND1	any	PIK3CA, PTEN	any	TP53, PIK3CA	any	PTEN)	10.509963317044708
PTEN	0.30662372017405665	true	-1	true	Set(PTEN	any	TP53, PIK3CA	any	PTEN, PIK3CA	any	RPS6KB1)	10.635128377037073
MYC	0.27096512696290187	true	-1	true	Set(PTEN	any	TP53, MYC	any	TP53, PIK3CA	any	PTEN)	10.201803002208559
PAK1	0.26819218711971804	true	-1	true	Set(PTEN	any	TP53, PIK3CA	any	PTEN, PAK1	any	PIK3CA)	10.192497621778084
PIK3R1	0.25391865682559484	true	-1	true	Set(PTEN	any	TP53, PIK3R1	any	PTEN, PIK3CA	any	PTEN)	9.400052827073766
CDH1	0.2259188296712874	true	-1	true	Set(PTEN	any	TP53, CDH1	any	PIK3CA, PIK3CA	any	PTEN)	10.216467447301728
DDX5	0.19364715291384033	true	-1	true	Set(DDX5	any	PIK3CA, DDX5	any	TP53, PIK3CA	any	RPS6KB1)	9.642033398183953
ERBB2	0.1856739251171391	true	-1	true	Set(MYC	any	TP53, ERBB2	any	MYC, CDH1	any	ERBB2)	9.70080203399958
RPS6KB1	0.17213849868294906	true	-1	false	Set(PTEN	any	TP53, PIK3CA	any	PTEN, PIK3CA	any	RPS6KB1)	10.635128377037073
UFD1L	0.12441744773201491	true	-1	false	Set(PIK3CA	any	UFD1L, TP53	any	UFD1L, PIK3CA	any	RPS6KB1)	9.650092195596823
EPHA2	0.11826068336300977	true	-1	false	Set(EPHA2	any	TP53, PIK3CA	any	RPS6KB1, EPHA2	any	PIK3CA)	10.137161140545869
STAT3	0.10781764592063342	true	-1	true	Set(PTEN	any	TP53, PIK3CA	any	PTEN, PIK3CA	any	STAT3)	9.456146779259932
GAB2	0.10576486371107435	true	-1	false	Set(PTEN	any	TP53, GAB2	any	PIK3CA, PIK3CA	any	PTEN)	10.189978338042463
RB1	0.09769550464709686	true	-1	true	Set(CCND1	any	PIK3CA, CCND1	any	RB1, RB1	any	TP53)	10.185627422579161
FOXA1	0.09756015454556932	true	-1	true	Set(FOXA1	any	TP53, ESR1	any	PIK3CA, ESR1	any	FOXA1)	9.223542411686585
APC	0.096517754872735	true	-1	true	Set(APC	any	TP53, APC	any	PAK1, PAK1	any	PIK3CA)	9.89863286464068
VAV2	0.09581505611924146	true	-1	false	Set(PIK3CA	any	PRKCD, PIK3CA	any	VAV2, PRKCD	any	TP53)	8.367483155977808
AKT1	0.09135291328129547	true	-1	true	Set(MYC	any	TP53, AKT1	any	PIK3CA, AKT1	any	MYC)	9.500339460242309
EGFR	0.09089273221147587	true	-1	true	Set(EPHA2	any	TP53, EGFR	any	TP53, EPHA2	any	PIK3CA)	8.765073928334386
MCL1	0.08738212209266993	true	-1	false	Set(EPHA2	any	TP53, MCL1	any	TP53, EPHA2	any	PIK3CA)	9.44961964253901
RHOA	0.08729292486635498	true	-1	true	Set(PTEN	any	TP53, PIK3CA	any	PTEN, PIK3CA	any	RHOA)	9.176935309941284
MDM2	0.08563339174954587	true	-1	true	Set(MDM2	any	TP53, EPHA2	any	TP53, EPHA2	any	PIK3CA)	9.149324403989679
PRKCD	0.08558484691466217	true	-1	false	Set(CCND1	any	PIK3CA, PIK3CA	any	PRKCD, PRKCD	any	TP53)	9.805662449908604
PDGFRB	0.08328287936318501	true	-1	true	Set(PTEN	any	TP53, PIK3CA	any	PTEN, PDGFRB	any	PTEN)	9.16503466103913
AGAP2	0.0815266077278407	true	-1	false	Set(PTEN	any	TP53, PIK3CA	any	PTEN, AGAP2	any	PIK3CA)	9.283559270848095
BRCA1	0.08147622404645505	true	-1	true	Set(EPHA2	any	TP53, BRCA1	any	TP53, EPHA2	any	PIK3CA)	9.121388013242406
ATM	0.0805135005689841	true	-1	true	Set(PTEN	any	TP53, PIK3CA	any	PTEN, ATM	any	TP53)	9.667655993934904
ESR1	0.08042278879808934	true	-1	true	Set(MYC	any	TP53, ESR1	any	PIK3CA, ESR1	any	MYC)	9.687152859905838
MAX	0.0801776201973663	true	-1	true	Set(PTEN	any	TP53, PIK3CA	any	PTEN, MAX	any	TP53)	9.179434310653159
MAP3K1	0.07652245366033966	true	-1	true	Set(PIK3CA	any	PTEN, MAP3K1	any	PAK1, PAK1	any	PIK3CA)	8.862270814722155
RNASEN	0.07569273779401375	true	-1	false	Set(PIK3CA	any	UFD1L, RNASEN	any	TP53, TP53	any	UFD1L)	8.216781496372114
AR	0.07396113255195352	true	-1	true	Set(PTEN	any	TP53, PIK3CA	any	PTEN, AR	any	PIK3CA)	9.16817698073075
CRK	0.07305960994731919	true	-1	false	Set(PTEN	any	TP53, PIK3CA	any	PTEN, CRK	any	PIK3CA)	8.935003882352225
MTOR	0.0725894655392546	true	-1	true	Set(CDK2	any	MTOR, CDK2	any	TP53, MTOR	any	PIK3CA)	8.811809951958793
NGFR	0.07078012636972975	true	-1	false	Set(NGFR	any	TP53, NGFR	any	PIK3CA, PIK3CA	any	RPS6KB1)	9.650092195596823
